"FD.metric","measure","quantile","obs.value","median.perm.value","obs.difference","state.metric","system","res","troph","sig"
"FDis","rmin.ccf",3e-04,-0.220450045730084,-0.121138189661006,-0.0993118560690775,"Community","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmin.ccf",0.5334,0,-3,3,"Community","Kinneret","Month","Phytoplankton",""
"FDis","rmax.ccf",0.4784,0.119483683560635,0.120550955331675,-0.00106727177104007,"Community","Kinneret","Month","Phytoplankton",""
"FDis","t.rmax.ccf",0.3802,-18,-4,-14,"Community","Kinneret","Month","Phytoplankton",""
"FDis","r0.ccf",0,-0.220450045730084,-0.00155318118630983,-0.218896864543774,"Community","Kinneret","Month","Phytoplankton","*"
"FDis","absmax.ccf",3e-04,-0.220450045730084,-0.095525595723461,-0.124924450006623,"Community","Kinneret","Month","Phytoplankton","*"
"FDis","t.absmax.ccf",0.5426,0,-4,4,"Community","Kinneret","Month","Phytoplankton",""
"FDis","rmin.ccf",0,-0.75712714179343,-0.121014462676925,-0.636112679116505,"Density","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmin.ccf",0.5526,0,-5,5,"Density","Kinneret","Month","Phytoplankton",""
"FDis","rmax.ccf",1,0.27627439214144,0.120255028376775,0.156019363764665,"Density","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmax.ccf",0.4524,-12,-6,-6,"Density","Kinneret","Month","Phytoplankton",""
"FDis","r0.ccf",0,-0.75712714179343,-0.00136204019581194,-0.755765101597618,"Density","Kinneret","Month","Phytoplankton","*"
"FDis","absmax.ccf",0,-0.75712714179343,-0.0995925051222438,-0.657534636671186,"Density","Kinneret","Month","Phytoplankton","*"
"FDis","t.absmax.ccf",0.5642,0,-6,6,"Density","Kinneret","Month","Phytoplankton",""
"FDis","rmin.ccf",0.8578,-0.10166132478275,-0.12195129833647,0.0202899735537201,"FI","Kinneret","Month","Phytoplankton",""
"FDis","t.rmin.ccf",0.3366,-17,2,-19,"FI","Kinneret","Month","Phytoplankton",""
"FDis","rmax.ccf",0.9625,0.169879836434928,0.122862319113297,0.0470175173216303,"FI","Kinneret","Month","Phytoplankton",""
"FDis","t.rmax.ccf",0.4833,2,4,-2,"FI","Kinneret","Month","Phytoplankton",""
"FDis","r0.ccf",0.9995,0.161451560178423,0.00193299633692203,0.159518563841501,"FI","Kinneret","Month","Phytoplankton","*"
"FDis","absmax.ccf",0.9668,0.169879836434928,0.0943448513232178,0.07553498511171,"FI","Kinneret","Month","Phytoplankton",""
"FDis","t.absmax.ccf",0.4851,2,4,-2,"FI","Kinneret","Month","Phytoplankton",""
"FDis","rmin.ccf",0.0036,-0.193597594266319,-0.104994557885855,-0.0886030363804637,"MVI","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmin.ccf",0.6763,10,-8,18,"MVI","Kinneret","Month","Phytoplankton",""
"FDis","rmax.ccf",0.9141,0.141560941309431,0.104018236239515,0.0375427050699164,"MVI","Kinneret","Month","Phytoplankton",""
"FDis","t.rmax.ccf",0.9221,46,-9,55,"MVI","Kinneret","Month","Phytoplankton",""
"FDis","r0.ccf",0.0173,-0.107638433639274,-0.000868828840638316,-0.106769604798636,"MVI","Kinneret","Month","Phytoplankton","*"
"FDis","absmax.ccf",0.0036,-0.193597594266319,-0.0809481887854473,-0.112649405480872,"MVI","Kinneret","Month","Phytoplankton","*"
"FDis","t.absmax.ccf",0.6852,10,-9,19,"MVI","Kinneret","Month","Phytoplankton",""
"FDis","rmin.ccf",0,-0.271197710130683,-0.123504647575052,-0.147693062555631,"Z_P.ratio","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmin.ccf",0.4465,-12,-5,-7,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FDis","rmax.ccf",1,0.641450912030057,0.123935877420735,0.517515034609322,"Z_P.ratio","Kinneret","Month","Phytoplankton","*"
"FDis","t.rmax.ccf",0.5594,0,-6,6,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
